alias	title	study_alias	sample_alias	design_description	library_name	library_strategy	library_source	library_selection	library_layout	library_construction_protocol	instrument_model	file_type	file_name	file_md5	scilifelab_unit	unit_internal_project_id	order_id	experimental_sample_id	associated_sample_id	delivery_date
exp_qmAusTorr_HiFi_WGS_pr_047_001	Austropotamobius torrentium PacBio HiFi WGS data	erga-bge-qmAusTorr-study-rawdata-2024-07-02	SAMEA112878228		pr_047_001 PacBio HiFi WGS	WGS	GENOMIC	size fractionation	SINGLE	Preparing HiFi SMRTbell® Libraries using the SMRTbell Express Template Prep Kit 3.0	Revio	bam	/bge-crayfish-HiFi/m84045_240208_211222_s3.hifi_reads.bam	37d9738932e3a41f65e13f2464170372						
